Timestamp,Cycle,Temperature,Heater Name,Heater Power,Fan Power
2021-01-01 00:02:00,start_denaturation,11.43,Heater_1,100.00,0.00
2021-01-01 00:02:00,start_denaturation,11.43,Heater_2,100.00,0.00
2021-01-01 00:02:01,start_denaturation,10.99,Heater_1,100.00,0.00
2021-01-01 00:02:01,start_denaturation,10.99,Heater_2,100.00,0.00
2021-01-01 00:02:02,start_denaturation,10.90,Heater_1,100.00,0.00
2021-01-01 00:02:02,start_denaturation,10.90,Heater_2,100.00,0.00
2021-01-01 00:02:03,start_denaturation,10.93,Heater_1,100.00,0.00
2021-01-01 00:02:03,start_denaturation,10.93,Heater_2,100.00,0.00
2021-01-01 00:02:04,start_denaturation,11.31,Heater_1,100.00,0.00
2021-01-01 00:02:04,start_denaturation,11.31,Heater_2,100.00,0.00
2021-01-01 00:02:05,denaturation,10.87,Heater_1,100.00,0.00
2021-01-01 00:02:05,denaturation,10.87,Heater_2,100.00,0.00
2021-01-01 00:02:06,denaturation,10.93,Heater_1,100.00,0.00
2021-01-01 00:02:06,denaturation,10.93,Heater_2,100.00,0.00
2021-01-01 00:02:07,denaturation,10.90,Heater_1,100.00,0.00
2021-01-01 00:02:07,denaturation,10.90,Heater_2,100.00,0.00
2021-01-01 00:02:08,denaturation,10.93,Heater_1,100.00,0.00
2021-01-01 00:02:08,denaturation,10.93,Heater_2,100.00,0.00
2021-01-01 00:02:09,denaturation,10.87,Heater_1,100.00,0.00
2021-01-01 00:02:09,denaturation,10.87,Heater_2,100.00,0.00
2021-01-01 00:02:10,denaturation,10.99,Heater_1,100.00,0.00
2021-01-01 00:02:11,denaturation,10.99,Heater_2,100.00,0.00
2021-01-01 00:02:12,denaturation,10.84,Heater_1,100.00,0.00
2021-01-01 00:02:12,denaturation,10.84,Heater_2,100.00,0.00
2021-01-01 00:02:13,denaturation,10.96,Heater_1,100.00,0.00
2021-01-01 00:02:13,denaturation,10.96,Heater_2,100.00,0.00
2021-01-01 00:02:14,denaturation,10.93,Heater_1,100.00,0.00
2021-01-01 00:02:14,denaturation,10.93,Heater_2,100.00,0.00
2021-01-01 00:02:15,denaturation,10.93,Heater_1,100.00,0.00
2021-01-01 00:02:15,denaturation,10.93,Heater_2,100.00,0.00
2021-01-01 00:02:16,denaturation,10.87,Heater_1,100.00,0.00
2021-01-01 00:02:16,denaturation,10.87,Heater_2,100.00,0.00
2021-01-01 00:02:17,denaturation,10.84,Heater_1,100.00,0.00
2021-01-01 00:02:17,denaturation,10.84,Heater_2,100.00,0.00
2021-01-01 00:02:18,denaturation,10.96,Heater_1,100.00,0.00
2021-01-01 00:02:18,denaturation,10.96,Heater_2,100.00,0.00
2021-01-01 00:02:19,denaturation,10.90,Heater_1,100.00,0.00
2021-01-01 00:02:19,denaturation,10.90,Heater_2,100.00,0.00
2021-01-01 00:02:20,denaturation,10.87,Heater_1,100.00,0.00
2021-01-01 00:02:20,denaturation,10.87,Heater_2,100.00,0.00
2021-01-01 00:02:21,denaturation,10.90,Heater_1,100.00,0.00
2021-01-01 00:02:22,denaturation,10.90,Heater_2,100.00,0.00
2021-01-01 00:02:23,denaturation,10.96,Heater_1,100.00,0.00
2021-01-01 00:02:23,denaturation,10.96,Heater_2,100.00,0.00
2021-01-01 00:02:24,denaturation,10.90,Heater_1,100.00,0.00
2021-01-01 00:02:24,denaturation,10.90,Heater_2,100.00,0.00
2021-01-01 00:02:25,denaturation,10.96,Heater_1,100.00,0.00
2021-01-01 00:02:25,denaturation,10.96,Heater_2,100.00,0.00
2021-01-01 00:02:26,denaturation,10.90,Heater_1,100.00,0.00
2021-01-01 00:02:26,denaturation,10.90,Heater_2,100.00,0.00
2021-01-01 00:02:27,denaturation,10.84,Heater_1,100.00,0.00
2021-01-01 00:02:27,denaturation,10.84,Heater_2,100.00,0.00
2021-01-01 00:02:28,denaturation,10.87,Heater_1,100.00,0.00
2021-01-01 00:02:28,denaturation,10.87,Heater_2,100.00,0.00
2021-01-01 00:02:29,denaturation,10.99,Heater_1,100.00,0.00
2021-01-01 00:02:29,denaturation,10.99,Heater_2,100.00,0.00
2021-01-01 00:02:30,denaturation,10.90,Heater_1,100.00,0.00
2021-01-01 00:02:30,denaturation,10.90,Heater_2,100.00,0.00
2021-01-01 00:02:31,denaturation,10.90,Heater_1,100.00,0.00
2021-01-01 00:02:32,denaturation,10.90,Heater_2,100.00,0.00
2021-01-01 00:02:33,denaturation,11.08,Heater_1,100.00,0.00
2021-01-01 00:02:33,denaturation,11.08,Heater_2,100.00,0.00
2021-01-01 00:02:34,denaturation,11.25,Heater_1,100.00,0.00
2021-01-01 00:02:34,denaturation,11.25,Heater_2,100.00,0.00
2021-01-01 00:02:35,annealing,11.49,Heater_1,100.00,0.00
2021-01-01 00:02:35,annealing,11.49,Heater_2,100.00,0.00
