Timestamp,Cycle,Temperature,Heater Name,Heater Power,Fan Power
2021-01-01 00:14:27,start_denaturation,32.00,Heater_1,100.00,0.00
2021-01-01 00:14:27,start_denaturation,32.00,Heater_2,100.00,0.00
2021-01-01 00:14:28,start_denaturation,31.71,Heater_1,100.00,0.00
2021-01-01 00:14:28,start_denaturation,31.71,Heater_2,100.00,0.00
2021-01-01 00:14:29,start_denaturation,31.85,Heater_1,100.00,0.00
2021-01-01 00:14:29,start_denaturation,31.85,Heater_2,100.00,0.00
2021-01-01 00:14:30,start_denaturation,31.85,Heater_1,100.00,0.00
2021-01-01 00:14:31,start_denaturation,31.85,Heater_2,100.00,0.00
2021-01-01 00:14:32,denaturation,31.79,Heater_1,100.00,0.00
2021-01-01 00:14:32,denaturation,31.79,Heater_2,100.00,0.00
2021-01-01 00:14:33,denaturation,31.59,Heater_1,100.00,0.00
2021-01-01 00:14:33,denaturation,31.59,Heater_2,100.00,0.00
2021-01-01 00:14:34,denaturation,31.82,Heater_1,100.00,0.00
2021-01-01 00:14:34,denaturation,31.82,Heater_2,100.00,0.00
2021-01-01 00:14:35,denaturation,31.68,Heater_1,100.00,0.00
2021-01-01 00:14:35,denaturation,31.68,Heater_2,100.00,0.00
2021-01-01 00:14:36,denaturation,31.88,Heater_1,100.00,0.00
2021-01-01 00:14:36,denaturation,31.88,Heater_2,100.00,0.00
2021-01-01 00:14:37,denaturation,31.59,Heater_1,100.00,0.00
2021-01-01 00:14:37,denaturation,31.59,Heater_2,100.00,0.00
2021-01-01 00:14:38,denaturation,31.53,Heater_1,100.00,0.00
2021-01-01 00:14:38,denaturation,31.53,Heater_2,100.00,0.00
2021-01-01 00:14:39,denaturation,31.38,Heater_1,100.00,0.00
2021-01-01 00:14:39,denaturation,31.38,Heater_2,100.00,0.00
2021-01-01 00:14:40,denaturation,31.27,Heater_1,100.00,0.00
2021-01-01 00:14:40,denaturation,31.27,Heater_2,100.00,0.00
2021-01-01 00:14:41,denaturation,31.47,Heater_1,100.00,0.00
2021-01-01 00:14:41,denaturation,31.47,Heater_2,100.00,0.00
2021-01-01 00:14:43,denaturation,31.36,Heater_1,100.00,0.00
2021-01-01 00:14:43,denaturation,31.36,Heater_2,100.00,0.00
2021-01-01 00:14:44,denaturation,31.36,Heater_1,100.00,0.00
2021-01-01 00:14:44,denaturation,31.36,Heater_2,100.00,0.00
2021-01-01 00:14:45,denaturation,31.27,Heater_1,100.00,0.00
2021-01-01 00:14:45,denaturation,31.27,Heater_2,100.00,0.00
2021-01-01 00:14:46,denaturation,31.33,Heater_1,100.00,0.00
2021-01-01 00:14:46,denaturation,31.33,Heater_2,100.00,0.00
2021-01-01 00:14:47,denaturation,31.33,Heater_1,100.00,0.00
2021-01-01 00:14:47,denaturation,31.33,Heater_2,100.00,0.00
2021-01-01 00:14:48,denaturation,31.15,Heater_1,100.00,0.00
2021-01-01 00:14:48,denaturation,31.15,Heater_2,100.00,0.00
2021-01-01 00:14:49,denaturation,30.97,Heater_1,100.00,0.00
2021-01-01 00:14:49,denaturation,30.97,Heater_2,100.00,0.00
2021-01-01 00:14:50,denaturation,31.03,Heater_1,100.00,0.00
2021-01-01 00:14:50,denaturation,31.03,Heater_2,100.00,0.00
2021-01-01 00:14:51,denaturation,30.89,Heater_1,100.00,0.00
2021-01-01 00:14:51,denaturation,30.89,Heater_2,100.00,0.00
2021-01-01 00:14:52,denaturation,30.83,Heater_1,100.00,0.00
2021-01-01 00:14:53,denaturation,30.83,Heater_2,100.00,0.00
2021-01-01 00:14:54,denaturation,31.12,Heater_1,100.00,0.00
2021-01-01 00:14:54,denaturation,31.12,Heater_2,100.00,0.00
2021-01-01 00:14:55,denaturation,30.77,Heater_1,100.00,0.00
2021-01-01 00:14:55,denaturation,30.77,Heater_2,100.00,0.00
2021-01-01 00:14:56,denaturation,30.86,Heater_1,100.00,0.00
2021-01-01 00:14:56,denaturation,30.86,Heater_2,100.00,0.00
2021-01-01 00:14:57,denaturation,30.77,Heater_1,100.00,0.00
2021-01-01 00:14:57,denaturation,30.77,Heater_2,100.00,0.00
2021-01-01 00:14:58,denaturation,30.80,Heater_1,100.00,0.00
2021-01-01 00:14:58,denaturation,30.80,Heater_2,100.00,0.00
2021-01-01 00:14:59,denaturation,30.83,Heater_1,100.00,0.00
2021-01-01 00:14:59,denaturation,30.83,Heater_2,100.00,0.00
2021-01-01 00:15:00,denaturation,30.86,Heater_1,100.00,0.00
2021-01-01 00:15:00,denaturation,30.86,Heater_2,100.00,0.00
2021-01-01 00:15:01,denaturation,30.56,Heater_1,100.00,0.00
2021-01-01 00:15:01,denaturation,30.56,Heater_2,100.00,0.00
2021-01-01 00:15:02,annealing,30.59,Heater_1,63.46,0.00
2021-01-01 00:15:03,annealing,30.59,Heater_2,63.46,0.00
2021-01-01 00:15:04,annealing,30.59,Heater_1,73.22,0.00
2021-01-01 00:15:04,annealing,30.59,Heater_2,73.22,0.00
2021-01-01 00:15:05,annealing,30.39,Heater_1,95.72,0.00
2021-01-01 00:15:05,annealing,30.39,Heater_2,95.72,0.00
2021-01-01 00:15:06,annealing,30.62,Heater_1,100.00,0.00
2021-01-01 00:15:06,annealing,30.62,Heater_2,100.00,0.00
2021-01-01 00:15:07,annealing,30.30,Heater_1,100.00,0.00
2021-01-01 00:15:07,annealing,30.30,Heater_2,100.00,0.00
2021-01-01 00:15:08,annealing,30.45,Heater_1,100.00,0.00
2021-01-01 00:15:08,annealing,30.45,Heater_2,100.00,0.00
2021-01-01 00:15:09,annealing,30.18,Heater_1,100.00,0.00
2021-01-01 00:15:09,annealing,30.18,Heater_2,100.00,0.00
2021-01-01 00:15:10,annealing,30.36,Heater_1,100.00,0.00
2021-01-01 00:15:10,annealing,30.36,Heater_2,100.00,0.00
2021-01-01 00:15:11,annealing,30.54,Heater_1,100.00,0.00
2021-01-01 00:15:11,annealing,30.54,Heater_2,100.00,0.00
2021-01-01 00:15:12,annealing,30.30,Heater_1,100.00,0.00
2021-01-01 00:15:12,annealing,30.30,Heater_2,100.00,0.00
2021-01-01 00:15:13,annealing,30.27,Heater_1,100.00,0.00
2021-01-01 00:15:14,annealing,30.27,Heater_2,100.00,0.00
2021-01-01 00:15:15,annealing,30.33,Heater_1,100.00,0.00
2021-01-01 00:15:15,annealing,30.33,Heater_2,100.00,0.00
2021-01-01 00:15:16,annealing,30.07,Heater_1,100.00,0.00
2021-01-01 00:15:16,annealing,30.07,Heater_2,100.00,0.00
