Timestamp,Cycle,Temperature,Heater Name,Heater Power,Fan Power
2021-01-01 00:00:11,start_denaturation,21.92,Heater_1,100,0.0
2021-01-01 00:00:11,start_denaturation,21.92,Heater_2,100,0.0
2021-01-01 00:00:12,start_denaturation,22.05,Heater_1,100,0.0
2021-01-01 00:00:12,start_denaturation,22.05,Heater_2,100,0.0
2021-01-01 00:00:13,start_denaturation,20.92,Heater_1,100,0.0
2021-01-01 00:00:13,start_denaturation,20.92,Heater_2,100,0.0
2021-01-01 00:00:14,start_denaturation,21.85,Heater_1,100,0.0
2021-01-01 00:00:14,start_denaturation,21.85,Heater_2,100,0.0
2021-01-01 00:00:15,start_denaturation,21.52,Heater_1,100,0.0
2021-01-01 00:00:16,start_denaturation,21.52,Heater_2,100,0.0
2021-01-01 00:00:17,start_denaturation,21.52,Heater_1,100,0.0
2021-01-01 00:00:17,start_denaturation,21.52,Heater_2,100,0.0
2021-01-01 00:00:18,start_denaturation,21.59,Heater_1,100,0.0
2021-01-01 00:00:18,start_denaturation,21.59,Heater_2,100,0.0
2021-01-01 00:00:19,start_denaturation,21.72,Heater_1,100,0.0
2021-01-01 00:00:19,start_denaturation,21.72,Heater_2,100,0.0
2021-01-01 00:00:20,start_denaturation,21.52,Heater_1,100,0.0
2021-01-01 00:00:20,start_denaturation,21.52,Heater_2,100,0.0
2021-01-01 00:00:21,start_denaturation,21.39,Heater_1,100,0.0
2021-01-01 00:00:21,start_denaturation,21.39,Heater_2,100,0.0
2021-01-01 00:00:22,start_denaturation,21.32,Heater_1,100,0.0
2021-01-01 00:00:22,start_denaturation,21.32,Heater_2,100,0.0
2021-01-01 00:00:23,start_denaturation,21.78,Heater_1,100,0.0
2021-01-01 00:00:23,start_denaturation,21.78,Heater_2,100,0.0
2021-01-01 00:00:24,start_denaturation,21.46,Heater_1,100,0.0
2021-01-01 00:00:24,start_denaturation,21.46,Heater_2,100,0.0
2021-01-01 00:00:25,start_denaturation,21.32,Heater_1,100,0.0
2021-01-01 00:00:25,start_denaturation,21.32,Heater_2,100,0.0
2021-01-01 00:00:26,start_denaturation,21.65,Heater_1,100,0.0
2021-01-01 00:00:26,start_denaturation,21.65,Heater_2,100,0.0
2021-01-01 00:00:28,start_denaturation,21.85,Heater_1,100,0.0
2021-01-01 00:00:28,start_denaturation,21.85,Heater_2,100,0.0
