Timestamp,Cycle,Temperature,Heater Name,Heater Power,Fan Power
2021-01-01 00:12:59,start_denaturation,48.97,Heater_1,100,0
2021-01-01 00:12:59,start_denaturation,48.97,Heater_2,100,0
2021-01-01 00:13:00,start_denaturation,48.86,Heater_1,100,0
2021-01-01 00:13:00,start_denaturation,48.86,Heater_2,100,0
2021-01-01 00:13:01,start_denaturation,49.04,Heater_1,100,0
2021-01-01 00:13:01,start_denaturation,49.04,Heater_2,100,0
2021-01-01 00:13:02,start_denaturation,49.04,Heater_1,100,0
2021-01-01 00:13:02,start_denaturation,49.04,Heater_2,100,0
2021-01-01 00:13:03,start_denaturation,49.5,Heater_1,100,0
2021-01-01 00:13:03,start_denaturation,49.5,Heater_2,100,0
2021-01-01 00:13:04,start_denaturation,50.03,Heater_1,100,0
2021-01-01 00:13:04,start_denaturation,50.03,Heater_2,100,0
2021-01-01 00:13:05,start_denaturation,50.45,Heater_1,100,0
2021-01-01 00:13:05,start_denaturation,50.45,Heater_2,100,0
2021-01-01 00:13:06,start_denaturation,51.33,Heater_1,100,0
2021-01-01 00:13:06,start_denaturation,51.33,Heater_2,100,0
2021-01-01 00:13:08,start_denaturation,52.05,Heater_1,100,0
2021-01-01 00:13:08,start_denaturation,52.05,Heater_2,100,0
2021-01-01 00:13:09,start_denaturation,52.73,Heater_1,100,0
2021-01-01 00:13:09,start_denaturation,52.73,Heater_2,100,0
2021-01-01 00:13:10,start_denaturation,53.71,Heater_1,100,0
2021-01-01 00:13:10,start_denaturation,53.71,Heater_2,100,0
2021-01-01 00:13:11,start_denaturation,54.42,Heater_1,100,0
2021-01-01 00:13:11,start_denaturation,54.42,Heater_2,100,0
2021-01-01 00:13:12,start_denaturation,55.35,Heater_1,100,0
2021-01-01 00:13:12,start_denaturation,55.35,Heater_2,100,0
2021-01-01 00:13:13,start_denaturation,55.71,Heater_1,100,0
2021-01-01 00:13:13,start_denaturation,55.71,Heater_2,100,0
2021-01-01 00:13:14,start_denaturation,56.86,Heater_1,100,0
2021-01-01 00:13:14,start_denaturation,56.86,Heater_2,100,0
2021-01-01 00:13:15,start_denaturation,57.57,Heater_1,100,0
2021-01-01 00:13:15,start_denaturation,57.57,Heater_2,100,0
2021-01-01 00:13:16,start_denaturation,58.22,Heater_1,100,0
2021-01-01 00:13:16,start_denaturation,58.22,Heater_2,100,0
2021-01-01 00:13:17,start_denaturation,59.02,Heater_1,100,0
2021-01-01 00:13:17,start_denaturation,59.02,Heater_2,100,0
2021-01-01 00:13:19,start_denaturation,60.14,Heater_1,100,0
2021-01-01 00:13:19,start_denaturation,60.14,Heater_2,100,0
2021-01-01 00:13:20,start_denaturation,60.77,Heater_1,100,0
2021-01-01 00:13:20,start_denaturation,60.77,Heater_2,100,0
2021-01-01 00:13:21,start_denaturation,61.91,Heater_1,100,0
2021-01-01 00:13:21,start_denaturation,61.91,Heater_2,100,0
2021-01-01 00:13:22,start_denaturation,62.82,Heater_1,100,0
2021-01-01 00:13:22,start_denaturation,62.82,Heater_2,100,0
2021-01-01 00:13:23,start_denaturation,63.69,Heater_1,100,0
2021-01-01 00:13:23,start_denaturation,63.69,Heater_2,100,0
2021-01-01 00:13:24,start_denaturation,64.53,Heater_1,100,0
2021-01-01 00:13:24,start_denaturation,64.53,Heater_2,100,0
2021-01-01 00:13:25,start_denaturation,64.93,Heater_1,100,0
2021-01-01 00:13:25,start_denaturation,64.93,Heater_2,100,0
2021-01-01 00:13:26,start_denaturation,65.85,Heater_1,100,0
2021-01-01 00:13:26,start_denaturation,65.85,Heater_2,100,0
2021-01-01 00:13:27,start_denaturation,67.14,Heater_1,100,0
2021-01-01 00:13:27,start_denaturation,67.14,Heater_2,100,0
2021-01-01 00:13:28,start_denaturation,67.94,Heater_1,100,0
2021-01-01 00:13:29,start_denaturation,67.94,Heater_2,100,0
2021-01-01 00:13:30,start_denaturation,68.92,Heater_1,100,0
2021-01-01 00:13:30,start_denaturation,68.92,Heater_2,100,0
